sample_id,audio_path,reference_text,reference_latex,source
531,/data1/eunju/datasets/mathspeech/dataset/531.mp3,a squared theta zero divided by two plus b times the square root of a squared minus b squared over two,${a^{2}\theta_{0}\over 2}+{b\sqrt{a^{2} - b^{2}}\over 2}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
1078,/data1/eunju/datasets/mathspeech/dataset/1078.mp3,e to the i theta one plus theta two,$e^{i(\theta_{1}+\theta_{2})}$,https://www.youtube.com/watch?v=EQJBp6Ym-6A
672,/data1/eunju/datasets/mathspeech/dataset/672.mp3,sine of five x divided by sine of 2x,$\sin(5x)/\sin(2x)$,https://www.youtube.com/watch?v=PNTnmH6jsRI
127,/data1/eunju/datasets/mathspeech/dataset/127.mp3,square root of 13 plus one is square root of 14,$\sqrt{{13}+1}=\sqrt{14}$,https://www.youtube.com/watch?v=PxCxlsl_YwY
980,/data1/eunju/datasets/mathspeech/dataset/980.mp3,delta S is going to be one over cosine alpha,$\Delta S=\frac{1}{\cos\alpha}$,https://www.youtube.com/watch?v=WfEQabCGAqI
1008,/data1/eunju/datasets/mathspeech/dataset/1008.mp3,u minus expected value of r over u minus x,$\displaystyle u - \operatorname*{\mathbb{E}}\left[r\right]\over{u-x}$,https://www.youtube.com/watch?v=q4mwO2qS2z4
893,/data1/eunju/datasets/mathspeech/dataset/893.mp3,the integral along C of F dot dr,$\int_{C}\mathbf{F}\cdot d\mathbf{r}$,https://www.youtube.com/watch?v=xrypSZU8cBE
630,/data1/eunju/datasets/mathspeech/dataset/630.mp3,the square root of 4 cosine squared t plus sine squared t,$\sqrt{4\cos^{2}t+\sin^{2}t}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
36,/data1/eunju/datasets/mathspeech/dataset/36.mp3,x equals minus pi over three,$x = -\frac{\pi}{3}$,https://www.youtube.com/watch?v=Bb-bgJdOqig
114,/data1/eunju/datasets/mathspeech/dataset/114.mp3,delta of uv divided by delta x,$\frac{\Delta (uv)}{\Delta x}$,https://www.youtube.com/watch?v=4sTKcvYMNxk
21,/data1/eunju/datasets/mathspeech/dataset/21.mp3,minus b squared times the integral from minus infinity to infinity of e to the minus x squared dx,"$\displaystyle -b^2 \int_{-\infty}^{\infty} e^{-x^2} \, dx$",https://www.youtube.com/watch?v=zUEuKrxgHws 
276,/data1/eunju/datasets/mathspeech/dataset/276.mp3,y equals one plus x,$\displaystyle y=1+x$,https://www.youtube.com/watch?v=BSAA0akmPEU
679,/data1/eunju/datasets/mathspeech/dataset/679.mp3, x to the 5th over x to the 4th,$\frac{x^{5}}{x^{4}}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
267,/data1/eunju/datasets/mathspeech/dataset/267.mp3,x to the ten plus eight x,$x^{10}+8x$,https://www.youtube.com/watch?v=eHJuAByQf5A
464,/data1/eunju/datasets/mathspeech/dataset/464.mp3,square root of pi over 2,$\sqrt{\pi}/{2}$,https://www.youtube.com/watch?v=_JXPe2J069c
148,/data1/eunju/datasets/mathspeech/dataset/148.mp3,four a to the four cosine to the four theta,$4a^4\cos^{4}\theta$,https://www.youtube.com/watch?v=60e4hdCi1D4
539,/data1/eunju/datasets/mathspeech/dataset/539.mp3,du is minus the sine of x dx,$\mathrm{d}u = -\mathrm{\sin(x)}\mathrm{d}x$,https://www.youtube.com/watch?v=CXKoCMVqM9s
437,/data1/eunju/datasets/mathspeech/dataset/437.mp3,integral from 0 to 2pi of sine x dx,$\int_{0}^{2\pi}\sin xdx$,https://www.youtube.com/watch?v=1RLctDS2hUQ
40,/data1/eunju/datasets/mathspeech/dataset/40.mp3,cosine x cosine x is cosine squared x,$\cos x \cos x = \cos^{2}x$,https://www.youtube.com/watch?v=55ncRlBZstA
314,/data1/eunju/datasets/mathspeech/dataset/314.mp3,1 over log 0 plus minus 1 over log 0 plus squared,$\displaystyle \frac{1}{\log(0^{+})}-\frac{1}{(\log(0^{+}))^{2}}$,https://www.youtube.com/watch?v=twzGBqPeW0M
487,/data1/eunju/datasets/mathspeech/dataset/487.mp3,1 over b minus a the integral from a to b f of x dx,$\displaystyle \frac{1}{b-a}\int_{a}^{b}f(x)dx$,https://www.youtube.com/watch?v=R9a_NHXrBcg
918,/data1/eunju/datasets/mathspeech/dataset/918.mp3, four thirds x one cubed,$\frac{4}{3}x_{1}^{3}$,https://www.youtube.com/watch?v=z5TPjZrsp2k
497,/data1/eunju/datasets/mathspeech/dataset/497.mp3,minus pi e to the minus r squared,$-\pi e^{-r^{2}}$,https://www.youtube.com/watch?v=jBkXbAgMj6s
427,/data1/eunju/datasets/mathspeech/dataset/427.mp3,b cubed over n cubed,$\frac{b^{3}}{n^{3}}$,https://www.youtube.com/watch?v=hjZhPczMkL4
111,/data1/eunju/datasets/mathspeech/dataset/111.mp3,n x to the n minus 1,$nx^{n-1}$,https://www.youtube.com/watch?v=4sTKcvYMNxk
310,/data1/eunju/datasets/mathspeech/dataset/310.mp3,e divided by log e,$e/\log e$,https://www.youtube.com/watch?v=twzGBqPeW0M
434,/data1/eunju/datasets/mathspeech/dataset/434.mp3,b cubed over 3 minus a cubed over 3,$\frac{b^{3}}{3}-\frac{a^{3}}{3}$,https://www.youtube.com/watch?v=1RLctDS2hUQ
637,/data1/eunju/datasets/mathspeech/dataset/637.mp3,r equals one over sine theta,$r=1/\sin\theta$,https://www.youtube.com/watch?v=XRkgBWbWvg4
334,/data1/eunju/datasets/mathspeech/dataset/334.mp3,a divided by v to the 2 3rds,$\frac{a}{v^{2/3}}$,https://www.youtube.com/watch?v=YN7k_bXXggY
907,/data1/eunju/datasets/mathspeech/dataset/907.mp3,2pi a squared,$2\pi a^{2}$,https://www.youtube.com/watch?v=xrypSZU8cBE
483,/data1/eunju/datasets/mathspeech/dataset/483.mp3,x equals square root a,$x=\sqrt{a}$,https://www.youtube.com/watch?v=ShGBRUx2ub8
575,/data1/eunju/datasets/mathspeech/dataset/575.mp3,d by dx of natrual log of x squared plus 1 is 2x over x squared plus 1,$\frac{d}{dx}(\ln(x^{2}+1))=\frac{2x}{x^{2}+1}$,https://www.youtube.com/watch?v=HgEqXhsIq_g
616,/data1/eunju/datasets/mathspeech/dataset/616.mp3,the square root of a squared over a squared minus x squared dx,$\sqrt{\frac{a^{2}}{a^{2}-x^{2}}}dx$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
877,/data1/eunju/datasets/mathspeech/dataset/877.mp3,pi a to the 4 over 2,$\frac{\pi a^{4}}{2}$,https://www.youtube.com/watch?v=60e4hdCi1D4
787,/data1/eunju/datasets/mathspeech/dataset/787.mp3, f of x equals x to the five,$f(x)=x^{5}$,https://www.youtube.com/watch?v=3_goGnJm5sA
814,/data1/eunju/datasets/mathspeech/dataset/814.mp3, minus u over v squared times dv dt,$-\frac{u}{v^{2}}\frac{dv}{dt}$,https://www.youtube.com/watch?v=7eZVshlT33Q
466,/data1/eunju/datasets/mathspeech/dataset/466.mp3,2 over the square root of pi,$\frac{2}{\sqrt{\pi}}$,https://www.youtube.com/watch?v=_JXPe2J069c
567,/data1/eunju/datasets/mathspeech/dataset/567.mp3,x plus five,$\displaystyle x+5$,https://www.youtube.com/watch?v=HgEqXhsIq_g
373,/data1/eunju/datasets/mathspeech/dataset/373.mp3,one minus a half,$1-\frac{1}{2}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
989,/data1/eunju/datasets/mathspeech/dataset/989.mp3,dy will be 2t dt,$\displaystyle \mathrm{d}\mathrm{y}=2{t}{\mathrm{d}t}$,https://www.youtube.com/watch?v=seO7-TwXH_I
646,/data1/eunju/datasets/mathspeech/dataset/646.mp3, integral from minus pi over two pi over two cosine squared theta d theta,$\displaystyle \int_{-\frac{\pi}{2}}^{\frac{\pi}{2}}\cos^{2}\theta d\theta$,https://www.youtube.com/watch?v=BGE3wb7H2PA
707,/data1/eunju/datasets/mathspeech/dataset/707.mp3, a1 x squared over 2,$\frac{\mathbb{a_1} x^{2}}{2}$,https://www.youtube.com/watch?v=wOHrNt9ScYs
319,/data1/eunju/datasets/mathspeech/dataset/319.mp3,e squared over two,$\frac{e^{2}}{2}$,https://www.youtube.com/watch?v=twzGBqPeW0M
403,/data1/eunju/datasets/mathspeech/dataset/403.mp3,1 24 x to the 4th plus 2 to the power 6 plus c,$\frac{1}{24}x^{4}+2^{6}+c$,https://www.youtube.com/watch?v=-MI0b4h3rS0
18,/data1/eunju/datasets/mathspeech/dataset/18.mp3,square root of pi over 2,$\frac{\sqrt{\pi}}{2}$,https://www.youtube.com/watch?v=zUEuKrxgHws 
269,/data1/eunju/datasets/mathspeech/dataset/269.mp3,x divided by 1 plus x squared,$\frac{x}{1+x^{2}}$,https://www.youtube.com/watch?v=eHJuAByQf5A
204,/data1/eunju/datasets/mathspeech/dataset/204.mp3,1 over n squared plus 1 square root,$\frac{1}{n^{2} + 1}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
432,/data1/eunju/datasets/mathspeech/dataset/432.mp3,i over 365 f of t dt,$\displaystyle \frac{i}{365}f(t)dt$,https://www.youtube.com/watch?v=hjZhPczMkL4
131,/data1/eunju/datasets/mathspeech/dataset/131.mp3,cosine theta is PQ dot PR over length PQ length PR,$\cos(\theta) = \frac{{\mathsf{PQ} \cdot \mathsf{PR}}}{{|\mathsf{PQ}| \cdot |\mathsf{PR}|}}$,https://www.youtube.com/watch?v=PxCxlsl_YwY
401,/data1/eunju/datasets/mathspeech/dataset/401.mp3,f of x equals g of x plus a constant,$f(x)=g(x)+\text{constant}$,https://www.youtube.com/watch?v=-MI0b4h3rS0
614,/data1/eunju/datasets/mathspeech/dataset/614.mp3, x squared over a squared minus x squared,$x^{2}/a^{2}-x^{2}$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
361,/data1/eunju/datasets/mathspeech/dataset/361.mp3,x squared equals 5,$\displaystyle x^{2}=5$,https://www.youtube.com/watch?v=sRIDVAcoG5A
678,/data1/eunju/datasets/mathspeech/dataset/678.mp3,1 over 1 over x,$\frac{1}{1/x}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
408,/data1/eunju/datasets/mathspeech/dataset/408.mp3,x e to the minus x squared,$xe^{-x^{2}}$,https://www.youtube.com/watch?v=-MI0b4h3rS0
690,/data1/eunju/datasets/mathspeech/dataset/690.mp3,y equals 1 over x,$y=\frac{1}{x}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
615,/data1/eunju/datasets/mathspeech/dataset/615.mp3,square root a squared minus x squared,$\sqrt{a^{2}-x^{2}}$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
13,/data1/eunju/datasets/mathspeech/dataset/13.mp3,a half times one plus two thirds plus a half times a half,$1/2\cdot1+2/3+1/2\cdot1/2$,https://www.youtube.com/watch?v=zUEuKrxgHws 
779,/data1/eunju/datasets/mathspeech/dataset/779.mp3,a times x squared plus b over a xy,$a(x^{2}+\frac{b}{a}xy)$,https://www.youtube.com/watch?v=3_goGnJm5sA
831,/data1/eunju/datasets/mathspeech/dataset/831.mp3,f sub y is 2y ,$f_{y}=2{y}$,https://www.youtube.com/watch?v=15HVevXRsBA
520,/data1/eunju/datasets/mathspeech/dataset/520.mp3,a quarter minus one eighth,$\frac{1}{4}-\frac{1}{8}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
322,/data1/eunju/datasets/mathspeech/dataset/322.mp3,x squared over 16,$x^{2}/16$,https://www.youtube.com/watch?v=YN7k_bXXggY
216,/data1/eunju/datasets/mathspeech/dataset/216.mp3,f of x y equals one minus x squared minus y squared,"$f(x,y)=1-x^{2}-y^{2}$",https://www.youtube.com/watch?v=dK3NEf13nPc
596,/data1/eunju/datasets/mathspeech/dataset/596.mp3,the integral of 2 pi x e minus e to the x dx,$\int2\pi x (e - e^x)dx$,https://www.youtube.com/watch?v=aeXp1zC6Hls
984,/data1/eunju/datasets/mathspeech/dataset/984.mp3,P sub x plus Q sub y plus R sub z,$P_{x}+Q_{y}+R_{z}$ ,https://www.youtube.com/watch?v=WfEQabCGAqI
932,/data1/eunju/datasets/mathspeech/dataset/932.mp3,minus yi plus xj over x squared plus y squared,$\frac{-yi+{xj}}{x^{2}+y^{2}}$,https://www.youtube.com/watch?v=PnPIqh7Frlw
538,/data1/eunju/datasets/mathspeech/dataset/538.mp3,u equals the cosine of x,$u=\cos {x}$,https://www.youtube.com/watch?v=CXKoCMVqM9s
365,/data1/eunju/datasets/mathspeech/dataset/365.mp3,x1 is equal to x0 minus y0 divided by m,$x_{1}=x_{0}-\frac{y_{0}}{m}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
506,/data1/eunju/datasets/mathspeech/dataset/506.mp3,cosine of two theta is cosine square root of theta minus the sine squre root of theta,$\cos(2\theta)=\cos^{2}(\theta)-\sin^{2}(\theta)$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
647,/data1/eunju/datasets/mathspeech/dataset/647.mp3, cosine 2 theta divided by 2,$\cos2\theta \over 2$,https://www.youtube.com/watch?v=BGE3wb7H2PA
479,/data1/eunju/datasets/mathspeech/dataset/479.mp3,pi times ax squared,$\pi ax^{2}$,https://www.youtube.com/watch?v=ShGBRUx2ub8
903,/data1/eunju/datasets/mathspeech/dataset/903.mp3,F dot t dS,$(F\cdot t dS)$,https://www.youtube.com/watch?v=xrypSZU8cBE
992,/data1/eunju/datasets/mathspeech/dataset/992.mp3,xy is t to the five,$xy=t^{5}$,https://www.youtube.com/watch?v=seO7-TwXH_I
270,/data1/eunju/datasets/mathspeech/dataset/270.mp3,the limit as delta x goes to 0 of f of x plus delta x minus f of x divided by delta x,$\displaystyle \lim_{\Delta x\to 0}\frac{f(x+\Delta x)-f(x)}{\Delta x}$,https://www.youtube.com/watch?v=eHJuAByQf5A
523,/data1/eunju/datasets/mathspeech/dataset/523.mp3,y equals a sin theta,$y=a\sin \theta$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
101,/data1/eunju/datasets/mathspeech/dataset/101.mp3,the limit of 1 minus cosine x divided by x x goes to 0 is 0,$\lim_{x \to 0} \frac{1 - \cos x}{x} = 0$,https://www.youtube.com/watch?v=ryLdyDrBfvI
197,/data1/eunju/datasets/mathspeech/dataset/197.mp3,1 plus a plus a squared,$1+a+a^{2}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
1038,/data1/eunju/datasets/mathspeech/dataset/1038.mp3,cosine omega t plus three sine omega t,$\cos\omega t+3\sin\omega t$,https://www.youtube.com/watch?v=fkGAF5jHjdY
720,/data1/eunju/datasets/mathspeech/dataset/720.mp3, 1 minus t plus t squared minus t cubed ,$1-t+t^{2}-t^{3}$,https://www.youtube.com/watch?v=--lPz7VFnKI
536,/data1/eunju/datasets/mathspeech/dataset/536.mp3,one over cosine squared of x which is secant squared, $1/\cos^{2}(x) = \sec^{2}(x)$,https://www.youtube.com/watch?v=CXKoCMVqM9s
469,/data1/eunju/datasets/mathspeech/dataset/469.mp3,y equals x minus 2,$\displaystyle y=x-2$,https://www.youtube.com/watch?v=_JXPe2J069c
335,/data1/eunju/datasets/mathspeech/dataset/335.mp3,2 to the 1 3rd v to the 1 3rd divided by 2 to the minus 2 3rds v to the 1 3rd,$2^{1/3}v^{1/3}\over 2^{-2/3}v^{1/3}$,https://www.youtube.com/watch?v=YN7k_bXXggY
977,/data1/eunju/datasets/mathspeech/dataset/977.mp3,partial r over partial u times delta u,$\displaystyle \frac{\partial r}{\partial u}\cdot\Delta u$,https://www.youtube.com/watch?v=WfEQabCGAqI
622,/data1/eunju/datasets/mathspeech/dataset/622.mp3,the square root of minus a sine t squared plus a cosine t squared dt,"$\displaystyle \sqrt{-a\sin^{2}(t)+a\cos^{2}(t)}\,dt$",https://www.youtube.com/watch?v=XRkgBWbWvg4
163,/data1/eunju/datasets/mathspeech/dataset/163.mp3,theta minus theta cubed over six,$\theta-\frac{\theta^{3}}{6}$,https://www.youtube.com/watch?v=57jzPlxf4fk
537,/data1/eunju/datasets/mathspeech/dataset/537.mp3,one over the cosine times the tangent of x,${1\over\cos(x)}\tan(x)$,https://www.youtube.com/watch?v=CXKoCMVqM9s
223,/data1/eunju/datasets/mathspeech/dataset/223.mp3,x to the m minus one,$\mathcal{x}^{m-1}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
623,/data1/eunju/datasets/mathspeech/dataset/623.mp3,the square root of a squared ,$(\sqrt{a^{2}})$,https://www.youtube.com/watch?v=XRkgBWbWvg4
66,/data1/eunju/datasets/mathspeech/dataset/66.mp3,natural log of e is equal to 1,$\ln(e)=1$,https://www.youtube.com/watch?v=wezQdmwolMU
897,/data1/eunju/datasets/mathspeech/dataset/897.mp3,M dx plus N dy,"$M\,dx+N\,dy$",https://www.youtube.com/watch?v=xrypSZU8cBE
758,/data1/eunju/datasets/mathspeech/dataset/758.mp3,z equals f of x y,"${z}=f(x,y)$",https://www.youtube.com/watch?v=dK3NEf13nPc
625,/data1/eunju/datasets/mathspeech/dataset/625.mp3,d over dt squared,$(\frac{d}{dt})^{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
409,/data1/eunju/datasets/mathspeech/dataset/409.mp3,sine x cosine x dx,$\sin x\cos xdx$,https://www.youtube.com/watch?v=-MI0b4h3rS0
542,/data1/eunju/datasets/mathspeech/dataset/542.mp3,secant squared is one plus tangent squared,$\displaystyle \sec^2 = 1 + \tan^{2}$,https://www.youtube.com/watch?v=CXKoCMVqM9s
262,/data1/eunju/datasets/mathspeech/dataset/262.mp3,u times r divided by x,$u\times\mathbb{r}/x$,https://www.youtube.com/watch?v=eHJuAByQf5A
691,/data1/eunju/datasets/mathspeech/dataset/691.mp3, y equals one over x to the one-half,$\operatorname{y}=\frac{1}{x^{1/2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
528,/data1/eunju/datasets/mathspeech/dataset/528.mp3,the arcsine of y over a divided by two,$\frac{\arcsin(\frac{y}{a})}{2}$.,https://www.youtube.com/watch?v=Bv9kVDcj7yo
341,/data1/eunju/datasets/mathspeech/dataset/341.mp3,8 minus 8y equals 0,$8-8y=0.$,https://www.youtube.com/watch?v=YN7k_bXXggY
426,/data1/eunju/datasets/mathspeech/dataset/426.mp3,b over n times i b over n squared,$\frac{b}{n}\times(\frac{ib}{n})^{2}$,https://www.youtube.com/watch?v=hjZhPczMkL4
534,/data1/eunju/datasets/mathspeech/dataset/534.mp3,the tangent of x is sine x divided by cosine x,$\tan(x)=\sin(x)/\cos(x)$,https://www.youtube.com/watch?v=CXKoCMVqM9s
71,/data1/eunju/datasets/mathspeech/dataset/71.mp3,natural log of e to the x is x,$\ln(e^{x}) = x$,https://www.youtube.com/watch?v=9YgOmJdom6o 
257,/data1/eunju/datasets/mathspeech/dataset/257.mp3,one plus one over n to the power n,$(1+\frac{1}{n})^{n}$,https://www.youtube.com/watch?v=9v25gg2qJYE
470,/data1/eunju/datasets/mathspeech/dataset/470.mp3,y squared minus y minus 2 is equal to 0,$y^{2}-y-2~{}=~{}0$,https://www.youtube.com/watch?v=_JXPe2J069c
714,/data1/eunju/datasets/mathspeech/dataset/714.mp3,1 over 2 factorial times x squared plus 1 over 3 factorial times x cubed ,$\displaystyle{1\over2!}x^{2}+{1\over3!}x^{3}$,https://www.youtube.com/watch?v=--lPz7VFnKI
780,/data1/eunju/datasets/mathspeech/dataset/780.mp3,b squared over 4a y squared,$\frac{b^2}{4a}y^{2}$,https://www.youtube.com/watch?v=3_goGnJm5sA
562,/data1/eunju/datasets/mathspeech/dataset/562.mp3,a times x minus 1 times x plus 2,$a(x-1)(x+2)$,https://www.youtube.com/watch?v=HgEqXhsIq_g
738,/data1/eunju/datasets/mathspeech/dataset/738.mp3,t squared over two ,$\frac{t^{2}}{2}$,https://www.youtube.com/watch?v=57jzPlxf4fk
435,/data1/eunju/datasets/mathspeech/dataset/435.mp3,minus cosine pi,$-\cos\pi$,https://www.youtube.com/watch?v=1RLctDS2hUQ
356,/data1/eunju/datasets/mathspeech/dataset/356.mp3,b minus y,$\mathcal{b}{-}y$,https://www.youtube.com/watch?v=sRIDVAcoG5A
230,/data1/eunju/datasets/mathspeech/dataset/230.mp3,y to the fourth plus xy squared minus two is equal to zero,$y^{4}+xy^{2}-2=0$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
1079,/data1/eunju/datasets/mathspeech/dataset/1079.mp3,e to the negative x cosine x,$e^{-x}\cos x$,https://www.youtube.com/watch?v=EQJBp6Ym-6A
377,/data1/eunju/datasets/mathspeech/dataset/377.mp3,the interval a less than x less than b,$[a<x<b]$,https://www.youtube.com/watch?v=4Q37iOyBq44
603,/data1/eunju/datasets/mathspeech/dataset/603.mp3, the integral from 0 to 10 of the square root of 1 plus m squared dx,$\int_{0}^{10}\sqrt{1+m^{2}}dx$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
927,/data1/eunju/datasets/mathspeech/dataset/927.mp3,y equals f2 of x,$y =\mathcal{f}_{2}(x)$,https://www.youtube.com/watch?v=tYdoS0tkAHA
120,/data1/eunju/datasets/mathspeech/dataset/120.mp3,10 times sine of t raised to the 9th power,$10 \sin^{9}(t)$,https://www.youtube.com/watch?v=4sTKcvYMNxk
990,/data1/eunju/datasets/mathspeech/dataset/990.mp3,the integral of yz dx plus xz dy plus xy dz,"$\int yz\,dx+xz\,dy+xy\,dz$",https://www.youtube.com/watch?v=seO7-TwXH_I
239,/data1/eunju/datasets/mathspeech/dataset/239.mp3,one over 1 plus x squared,$\frac{1}{1+x^{2}}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
921,/data1/eunju/datasets/mathspeech/dataset/921.mp3,4 x squared plus 8xy,$4x^{2}+8xy$,https://www.youtube.com/watch?v=z5TPjZrsp2k
91,/data1/eunju/datasets/mathspeech/dataset/91.mp3,minus 1 over x0 plus delta x times x0,$\displaystyle-\frac{1}{x_{0} + \Delta x x_{0}}$,https://www.youtube.com/watch?v=7K1sB05pE0A
161,/data1/eunju/datasets/mathspeech/dataset/161.mp3,x of theta is theta minus sine theta,$x(\theta) = \theta-\sin \theta$,https://www.youtube.com/watch?v=57jzPlxf4fk
894,/data1/eunju/datasets/mathspeech/dataset/894.mp3,negative t squared plus 2t squared,$-t^{2}+2t^{2}$,https://www.youtube.com/watch?v=xrypSZU8cBE
546,/data1/eunju/datasets/mathspeech/dataset/546.mp3,minus one over u plus a constant,$-\frac{1}{u}+\text{const.}$,https://www.youtube.com/watch?v=CXKoCMVqM9s
165,/data1/eunju/datasets/mathspeech/dataset/165.mp3,square root of one minus cosine t squared plus sine squared t,$\sqrt{1-\cos^{2}t+\sin^{2}t}$,https://www.youtube.com/watch?v=0D4BbCa4gHo
222,/data1/eunju/datasets/mathspeech/dataset/222.mp3,n y to the n minus 1 ,$(ny^{n-1})$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
39,/data1/eunju/datasets/mathspeech/dataset/39.mp3,negative sine x times x squared times the sine x,$- \sin x \cdot x^{2} \cdot \sin x$,https://www.youtube.com/watch?v=55ncRlBZstA
608,/data1/eunju/datasets/mathspeech/dataset/608.mp3,sine inverse of a,$\sin^{-1}(a)$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
251,/data1/eunju/datasets/mathspeech/dataset/251.mp3, The derivative with respect to x of 2 to the x is log 2 times 2 to the x,$\frac{d}{dx}(2^{x})=\log{2}(2^{x})$,https://www.youtube.com/watch?v=9v25gg2qJYE
371,/data1/eunju/datasets/mathspeech/dataset/371.mp3,9 4ths plus 5 halves times 4 9ths,$(9/4+5/2)\times(4/9)$,https://www.youtube.com/watch?v=sRIDVAcoG5A
576,/data1/eunju/datasets/mathspeech/dataset/576.mp3,x cubed plus x squared minus 2x,$x^{3}+x^{2}-2x$,https://www.youtube.com/watch?v=HgEqXhsIq_g
551,/data1/eunju/datasets/mathspeech/dataset/551.mp3,x squared plus 4x is u squared minus 4,$x^{2}+4x=u^{2}-4$,https://www.youtube.com/watch?v=CXKoCMVqM9s
170,/data1/eunju/datasets/mathspeech/dataset/170.mp3,uv prime equals u prime v plus u v prime,$(uv)^{\prime}=u^{\prime}v+uv^{\prime}$,https://www.youtube.com/watch?v=0D4BbCa4gHo
231,/data1/eunju/datasets/mathspeech/dataset/231.mp3,four y cubed y prime,$4y^{3}y^{\prime}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
17,/data1/eunju/datasets/mathspeech/dataset/17.mp3,pi minus pi e to the minus r squared,$\pi - \pi e^{-r^2}$,https://www.youtube.com/watch?v=zUEuKrxgHws 
658,/data1/eunju/datasets/mathspeech/dataset/658.mp3,Ax plus b divided by x squared plus 2,$(Ax+b)/(x^{2}+2)$,https://www.youtube.com/watch?v=BGE3wb7H2PA
436,/data1/eunju/datasets/mathspeech/dataset/436.mp3,x of b minus x of a,$x(b)-x(a)$,https://www.youtube.com/watch?v=1RLctDS2hUQ
95,/data1/eunju/datasets/mathspeech/dataset/95.mp3,x to the n plus n x to the n minus 1 delta x,$x^{n}+nx^{n-1}\Delta x$,https://www.youtube.com/watch?v=7K1sB05pE0A
695,/data1/eunju/datasets/mathspeech/dataset/695.mp3,1 over 1 minus a,$\frac{1}{1-a}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
391,/data1/eunju/datasets/mathspeech/dataset/391.mp3,dy is 1 3rd times 64 to the minus 2 3rds dx,$dy=\frac{1}{3}64^{-\frac{2}{3}}dx$,https://www.youtube.com/watch?v=-MI0b4h3rS0
540,/data1/eunju/datasets/mathspeech/dataset/540.mp3,sine x dx is minus du divided by u,$\sin xdx=-\frac{du}{u}$,https://www.youtube.com/watch?v=CXKoCMVqM9s
194,/data1/eunju/datasets/mathspeech/dataset/194.mp3,the integral from 1 to infinity dx over x, $\int_{1}^{\infty} \frac{dx}{x}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
309,/data1/eunju/datasets/mathspeech/dataset/309.mp3,log x minus one divided by log x squared,$(\log (x)-1)/\log x^{2}$,https://www.youtube.com/watch?v=twzGBqPeW0M
278,/data1/eunju/datasets/mathspeech/dataset/278.mp3,r one plus x to the r minus 1,$(r\cdot{1+x}^{r-1})$,https://www.youtube.com/watch?v=BSAA0akmPEU
1001,/data1/eunju/datasets/mathspeech/dataset/1001.mp3,R sub y minus Q sub z times i plus P sub z minus R sub x times j ,$(R_{y}-Q_{z})i+(P_{z}-R_{x})j$,https://www.youtube.com/watch?v=seO7-TwXH_I
801,/data1/eunju/datasets/mathspeech/dataset/801.mp3,df equals f sub x dx plus f sub y dy plus f sub z dz,$df=f_{x}dx+f_{y}dy+f_{z}dz$,https://www.youtube.com/watch?v=7eZVshlT33Q
162,/data1/eunju/datasets/mathspeech/dataset/162.mp3,one minus theta squared over two,$1-\theta^{2}\over2$,https://www.youtube.com/watch?v=57jzPlxf4fk
529,/data1/eunju/datasets/mathspeech/dataset/529.mp3,a squared sine of theta cosine of theta,$a^{2}\sin(\theta)\cos(\theta)$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
387,/data1/eunju/datasets/mathspeech/dataset/387.mp3,x to the fourth over four times three times two,$x^{4}\over{4\times3\times2}$,https://www.youtube.com/watch?v=4Q37iOyBq44
586,/data1/eunju/datasets/mathspeech/dataset/586.mp3,u prime is 2 log x times 1 over x,$u^{\prime}=2\log x\times 1/x$,https://www.youtube.com/watch?v=aeXp1zC6Hls
52,/data1/eunju/datasets/mathspeech/dataset/52.mp3,6 minus 16 over 4 minus 12,$\frac{6 - 16}{4 - 12}$,https://www.youtube.com/watch?v=fK6cu99OSEU
628,/data1/eunju/datasets/mathspeech/dataset/628.mp3,2 sine pi over 2,$2\sin\frac{\pi}{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
138,/data1/eunju/datasets/mathspeech/dataset/138.mp3,one minus x squared minus y squared,$1-x^{2}-y^{2}$,https://www.youtube.com/watch?v=60e4hdCi1D4
